pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,Day Name,Day Number,Month Name,Month Number
500,214,mexicana_s,1,04-01-2015,13:39:16,12,12,Regular,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Sunday,1,January,1
501,214,spin_pesto_m,1,04-01-2015,13:39:16,16.5,16.5,Medium,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,Sunday,1,January,1
502,215,green_garden_s,1,04-01-2015,13:44:49,12,12,Regular,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Sunday,1,January,1
503,216,bbq_ckn_m,1,04-01-2015,14:31:56,16.75,16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Sunday,1,January,1
504,216,five_cheese_l,1,04-01-2015,14:31:56,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Sunday,1,January,1
505,216,hawaiian_l,1,04-01-2015,14:31:56,16.5,16.5,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Sunday,1,January,1
506,217,classic_dlx_m,1,04-01-2015,14:35:03,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Sunday,1,January,1
507,217,spinach_fet_s,1,04-01-2015,14:35:03,12,12,Regular,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Sunday,1,January,1
508,218,spicy_ital_m,1,04-01-2015,14:35:11,16.5,16.5,Medium,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Sunday,1,January,1
509,219,bbq_ckn_l,1,04-01-2015,14:42:01,20.75,20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Sunday,1,January,1
510,219,five_cheese_l,1,04-01-2015,14:42:01,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Sunday,1,January,1
511,219,peppr_salami_m,1,04-01-2015,14:42:01,16.5,16.5,Medium,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Sunday,1,January,1
512,219,spinach_fet_m,1,04-01-2015,14:42:01,16,16,Medium,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Sunday,1,January,1
513,220,hawaiian_s,1,04-01-2015,15:31:59,10.5,10.5,Regular,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Sunday,1,January,1
514,220,ital_cpcllo_s,1,04-01-2015,15:31:59,12,12,Regular,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,Sunday,1,January,1
515,220,napolitana_l,1,04-01-2015,15:31:59,20.5,20.5,Large,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Sunday,1,January,1
516,220,spicy_ital_l,1,04-01-2015,15:31:59,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Sunday,1,January,1
517,221,five_cheese_l,1,04-01-2015,15:33:18,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Sunday,1,January,1
518,221,prsc_argla_m,1,04-01-2015,15:33:18,16.5,16.5,Medium,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Sunday,1,January,1
519,221,the_greek_s,1,04-01-2015,15:33:18,12,12,Regular,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Sunday,1,January,1
520,222,four_cheese_l,1,04-01-2015,15:46:38,17.95,17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Sunday,1,January,1
521,222,sicilian_s,1,04-01-2015,15:46:38,12.25,12.25,Regular,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Sunday,1,January,1
522,223,pep_msh_pep_s,1,04-01-2015,16:08:20,11,11,Regular,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Sunday,1,January,1
523,224,ckn_alfredo_s,1,04-01-2015,16:39:58,12.75,12.75,Regular,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Sunday,1,January,1
524,224,ital_supr_m,1,04-01-2015,16:39:58,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Sunday,1,January,1
525,224,napolitana_m,1,04-01-2015,16:39:58,16,16,Medium,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Sunday,1,January,1
526,224,thai_ckn_l,1,04-01-2015,16:39:58,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Sunday,1,January,1
527,225,bbq_ckn_l,1,04-01-2015,16:41:48,20.75,20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Sunday,1,January,1
528,225,bbq_ckn_m,1,04-01-2015,16:41:48,16.75,16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Sunday,1,January,1
529,225,southw_ckn_s,1,04-01-2015,16:41:48,12.75,12.75,Regular,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Sunday,1,January,1
530,226,classic_dlx_l,1,04-01-2015,16:59:39,20.5,20.5,Large,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Sunday,1,January,1
531,227,bbq_ckn_m,1,04-01-2015,17:24:39,16.75,16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Sunday,1,January,1
532,227,the_greek_m,1,04-01-2015,17:24:39,16,16,Medium,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Sunday,1,January,1
533,228,ital_veggie_s,1,04-01-2015,17:31:24,12.75,12.75,Regular,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Sunday,1,January,1
534,229,ital_veggie_l,1,04-01-2015,17:37:57,21,21,Large,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,Sunday,1,January,1
535,229,prsc_argla_l,1,04-01-2015,17:37:57,20.75,20.75,Large,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Sunday,1,January,1
536,229,spin_pesto_s,1,04-01-2015,17:37:57,12.5,12.5,Regular,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,Sunday,1,January,1
537,230,thai_ckn_m,1,04-01-2015,17:58:38,16.75,16.75,Medium,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Sunday,1,January,1
538,231,cali_ckn_l,1,04-01-2015,18:04:18,20.75,20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Sunday,1,January,1
539,231,napolitana_s,1,04-01-2015,18:04:18,12,12,Regular,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Sunday,1,January,1
540,231,prsc_argla_s,1,04-01-2015,18:04:18,12.5,12.5,Regular,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Sunday,1,January,1
541,232,bbq_ckn_m,1,04-01-2015,18:21:59,16.75,16.75,Medium,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Sunday,1,January,1
542,232,spinach_supr_l,1,04-01-2015,18:21:59,20.75,20.75,Large,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Sunday,1,January,1
543,233,spinach_fet_s,1,04-01-2015,18:26:51,12,12,Regular,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Sunday,1,January,1
544,234,ckn_alfredo_m,1,04-01-2015,18:36:09,16.75,16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Sunday,1,January,1
545,234,ital_supr_s,1,04-01-2015,18:36:09,12.5,12.5,Regular,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Sunday,1,January,1
546,234,napolitana_m,1,04-01-2015,18:36:09,16,16,Medium,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Sunday,1,January,1
547,235,cali_ckn_m,1,04-01-2015,18:51:30,16.75,16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Sunday,1,January,1
548,236,classic_dlx_l,1,04-01-2015,19:21:04,20.5,20.5,Large,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Sunday,1,January,1
549,236,green_garden_m,1,04-01-2015,19:21:04,16,16,Medium,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Sunday,1,January,1
550,237,green_garden_s,1,04-01-2015,19:27:48,12,12,Regular,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Sunday,1,January,1
551,238,spin_pesto_l,1,04-01-2015,19:45:15,20.75,20.75,Large,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,Sunday,1,January,1
552,239,ital_supr_l,1,04-01-2015,19:57:52,20.75,20.75,Large,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Sunday,1,January,1
553,239,thai_ckn_m,1,04-01-2015,19:57:52,16.75,16.75,Medium,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Sunday,1,January,1
554,240,four_cheese_m,1,04-01-2015,20:10:24,14.75,14.75,Medium,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Sunday,1,January,1
555,241,sicilian_m,1,04-01-2015,20:11:25,16.25,16.25,Medium,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Sunday,1,January,1
556,241,spinach_supr_l,1,04-01-2015,20:11:25,20.75,20.75,Large,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Sunday,1,January,1
557,242,calabrese_m,1,04-01-2015,20:15:29,16.25,16.25,Medium,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,Sunday,1,January,1
558,242,thai_ckn_l,1,04-01-2015,20:15:29,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Sunday,1,January,1
559,242,veggie_veg_m,1,04-01-2015,20:15:29,16,16,Medium,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,Sunday,1,January,1
560,243,classic_dlx_l,1,04-01-2015,20:26:17,20.5,20.5,Large,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Sunday,1,January,1
561,243,spinach_supr_s,1,04-01-2015,20:26:17,12.5,12.5,Regular,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Sunday,1,January,1
562,244,ital_supr_s,1,04-01-2015,20:26:22,12.5,12.5,Regular,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Sunday,1,January,1
563,244,spicy_ital_l,1,04-01-2015,20:26:22,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Sunday,1,January,1
564,245,bbq_ckn_l,1,04-01-2015,20:28:41,20.75,20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Sunday,1,January,1
565,245,ckn_pesto_l,1,04-01-2015,20:28:41,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,Sunday,1,January,1
566,246,ckn_alfredo_m,1,04-01-2015,20:30:48,16.75,16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Sunday,1,January,1
567,246,pepperoni_l,1,04-01-2015,20:30:48,15.25,15.25,Large,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Sunday,1,January,1
568,247,hawaiian_m,1,04-01-2015,20:55:29,13.25,13.25,Medium,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Sunday,1,January,1
569,247,sicilian_m,1,04-01-2015,20:55:29,16.25,16.25,Medium,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Sunday,1,January,1
570,247,spinach_supr_s,1,04-01-2015,20:55:29,12.5,12.5,Regular,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,Sunday,1,January,1
571,248,hawaiian_s,1,04-01-2015,20:58:19,10.5,10.5,Regular,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Sunday,1,January,1
572,248,thai_ckn_l,1,04-01-2015,20:58:19,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Sunday,1,January,1
573,249,bbq_ckn_l,1,04-01-2015,21:06:16,20.75,20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Sunday,1,January,1
574,249,calabrese_s,1,04-01-2015,21:06:16,12.25,12.25,Regular,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,Sunday,1,January,1
575,250,four_cheese_m,1,04-01-2015,21:07:05,14.75,14.75,Medium,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Sunday,1,January,1
576,251,mexicana_m,1,04-01-2015,21:10:05,16,16,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Sunday,1,January,1
577,252,prsc_argla_m,1,04-01-2015,22:13:15,16.5,16.5,Medium,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,Sunday,1,January,1
578,253,brie_carre_s,1,04-01-2015,22:16:18,23.65,23.65,Regular,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,Sunday,1,January,1
579,254,bbq_ckn_l,1,04-01-2015,22:22:13,20.75,20.75,Large,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,Sunday,1,January,1
580,254,brie_carre_s,1,04-01-2015,22:22:13,23.65,23.65,Regular,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,Sunday,1,January,1
581,254,five_cheese_l,1,04-01-2015,22:22:13,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Sunday,1,January,1
582,255,five_cheese_l,1,05-01-2015,11:23:35,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Monday,2,January,1
583,255,green_garden_m,1,05-01-2015,11:23:35,16,16,Medium,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,Monday,2,January,1
584,255,hawaiian_l,1,05-01-2015,11:23:35,16.5,16.5,Large,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,Monday,2,January,1
585,255,spinach_fet_m,1,05-01-2015,11:23:35,16,16,Medium,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,Monday,2,January,1
586,256,pep_msh_pep_l,1,05-01-2015,11:56:06,17.5,17.5,Large,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",Monday,2,January,1
587,257,cali_ckn_l,1,05-01-2015,11:59:04,20.75,20.75,Large,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Monday,2,January,1
588,257,ckn_alfredo_l,1,05-01-2015,11:59:04,20.75,20.75,Large,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Monday,2,January,1
589,258,classic_dlx_m,1,05-01-2015,11:59:23,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Monday,2,January,1
590,259,pepperoni_l,1,05-01-2015,12:04:25,15.25,15.25,Large,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Monday,2,January,1
591,260,five_cheese_l,1,05-01-2015,12:06:27,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Monday,2,January,1
592,260,the_greek_l,1,05-01-2015,12:06:27,20.5,20.5,Large,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Monday,2,January,1
593,261,brie_carre_s,1,05-01-2015,12:38:29,23.65,23.65,Regular,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,Monday,2,January,1
594,262,cali_ckn_m,1,05-01-2015,12:42:01,16.75,16.75,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Monday,2,January,1
595,263,spin_pesto_l,1,05-01-2015,12:57:22,20.75,20.75,Large,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,Monday,2,January,1
596,264,mexicana_m,1,05-01-2015,13:03:59,16,16,Medium,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Monday,2,January,1
597,265,ckn_alfredo_m,1,05-01-2015,13:04:42,16.75,16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Monday,2,January,1
598,265,mexicana_l,1,05-01-2015,13:04:42,20.25,20.25,Large,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,Monday,2,January,1
599,265,sicilian_m,1,05-01-2015,13:04:42,16.25,16.25,Medium,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Monday,2,January,1
600,265,spicy_ital_l,1,05-01-2015,13:04:42,20.75,20.75,Large,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,Monday,2,January,1
601,266,peppr_salami_m,1,05-01-2015,13:09:29,16.5,16.5,Medium,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,Monday,2,January,1
602,267,four_cheese_l,1,05-01-2015,13:37:50,17.95,17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Monday,2,January,1
603,267,mediterraneo_l,1,05-01-2015,13:37:50,20.25,20.25,Large,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,Monday,2,January,1
604,267,napolitana_s,1,05-01-2015,13:37:50,12,12,Regular,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,Monday,2,January,1
605,268,ital_supr_l,1,05-01-2015,13:40:46,20.75,20.75,Large,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Monday,2,January,1
606,268,pepperoni_s,1,05-01-2015,13:40:46,9.75,9.75,Regular,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,Monday,2,January,1
607,269,ckn_alfredo_m,1,05-01-2015,13:49:34,16.75,16.75,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Monday,2,January,1
608,270,southw_ckn_l,1,05-01-2015,14:09:02,20.75,20.75,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Monday,2,January,1
609,270,spin_pesto_l,1,05-01-2015,14:09:02,20.75,20.75,Large,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,Monday,2,January,1
610,270,thai_ckn_l,1,05-01-2015,14:09:02,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Monday,2,January,1
611,271,big_meat_s,1,05-01-2015,14:22:19,12,12,Regular,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,Monday,2,January,1
612,271,cali_ckn_m,2,05-01-2015,14:22:19,16.75,33.5,Medium,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,Monday,2,January,1
613,271,ckn_alfredo_m,2,05-01-2015,14:22:19,16.75,33.5,Medium,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,Monday,2,January,1
614,271,ckn_pesto_l,2,05-01-2015,14:22:19,20.75,41.5,Large,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,Monday,2,January,1
615,271,classic_dlx_m,1,05-01-2015,14:22:19,16,16,Medium,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Monday,2,January,1
616,271,ital_supr_m,1,05-01-2015,14:22:19,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Monday,2,January,1
617,271,sicilian_s,1,05-01-2015,14:22:19,12.25,12.25,Regular,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,Monday,2,January,1
618,271,soppressata_m,1,05-01-2015,14:22:19,16.5,16.5,Medium,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,Monday,2,January,1
619,271,southw_ckn_m,1,05-01-2015,14:22:19,16.75,16.75,Medium,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,Monday,2,January,1
620,271,the_greek_s,1,05-01-2015,14:22:19,12,12,Regular,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,Monday,2,January,1
621,272,ital_supr_m,1,05-01-2015,14:24:05,16.5,16.5,Medium,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,Monday,2,January,1
622,273,soppressata_s,1,05-01-2015,14:28:00,12.5,12.5,Regular,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,Monday,2,January,1
623,274,four_cheese_l,1,05-01-2015,14:36:33,17.95,17.95,Large,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,Monday,2,January,1
624,274,thai_ckn_l,1,05-01-2015,14:36:33,20.75,20.75,Large,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,Monday,2,January,1
625,275,classic_dlx_l,1,05-01-2015,14:38:14,20.5,20.5,Large,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,Monday,2,January,1
626,275,five_cheese_l,1,05-01-2015,14:38:14,18.5,18.5,Large,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,Monday,2,January,1
